mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
12	12	47	47	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	258									
13	13	48	48	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	259									
13	13	49	49	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	260									
13	13	101/2	101/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	261									2
13	13	203/4	203/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	262									
13	13	51	51	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	263									
13	13	48	48	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	264									
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	265									
13	13	49	49	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	266									
13	13	50	50	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	267									
13	13	103/2	103/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	268									3
13	13	207/4	207/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	269									
13	13	48	48	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	270									
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	271									
13	13	50	50	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	272									
13	13	51	51	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	273									
13	13	48	48	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	274									
13	13	99/2	99/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0									1/8	6		
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	275									
13	13	50	50	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/4	7	b	
13	13	50	50	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	276									
13	13	51	51	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/4	b7		
13	13	51	51	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	277									
14	14	52	52	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	278									
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	279									
14	14	53	53	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	280									
14	14	109/2	109/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	281									4
14	14	219/4	219/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	282									
14	14	55	55	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	283									
14	14	52	52	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	284									
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	285									
14	14	54	54	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	286									
14	14	111/2	111/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	287									5
14	14	223/4	223/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	288									
14	14	52	52	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	289									
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	290									
14	14	54	54	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	291									
14	14	55	55	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	292									
14	14	52	52	0.0	0	0	FiguredBass	4/4	4	1	0									1/4	7		
14	14	52	52	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	293									
14	14	53	53	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/8	6		
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	294									
14	14	54	54	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/4	7		
14	14	54	54	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	295									
14	14	55	55	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/4	7		
14	14	55	55	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	296									
15	15	56	56	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	297									
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	298									
15	15	57	57	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	299									
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	300									
15	15	58	58	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	301									
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	302									
15	15	59	59	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	303									
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	304									
15	15	56	56	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	305									
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	306									
15	15	58	58	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	307									
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	308									
15	15	59	59	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	309									
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	310									
15	15	56	56	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	311									
15	15	57	57	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	312									
15	15	58	58	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	313									
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	314									
15	15	56	56	0.0	0	0	FiguredBass	4/4	4	1	0									1/4	7		
15	15	56	56	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	315									
15	15	57	57	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/4	7	b	
15	15	57	57	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	316									
15	15	58	58	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/4	b7		
15	15	58	58	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	317									
15	15	119/2	119/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0									1/8	6		
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	318									
16	16	60	60	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	319									
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	320									
16	16	61	61	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	321									
16	16	63	63	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	322									
16	16	60	60	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	323									
16	16	61	61	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	324									
16	16	62	62	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	325									
16	16	60	60	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	326									
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	327									
16	16	61	61	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	328									
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	329									
16	16	62	62	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	330									
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	331									
16	16	63	63	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	332									
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	333									
16	16	60	60	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	334									
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	335									
16	16	61	61	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	336									
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	337									
16	16	62	62	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/8	6	5	
16	16	62	62	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	338									
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	339									
16	16	63	63	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/8	3		
16	16	63	63	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	340									
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	341									
17	17	64	64	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	342									
17	17	129/2	129/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	343									
17	17	65	65	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	344									
17	17	67	67	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	345									
17	17	64	64	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	346									
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	347									
17	17	66	66	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	348									
17	17	67	67	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	349									
17	17	64	64	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	350									
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	351									
17	17	66	66	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	352									
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	353									
17	17	67	67	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	354									
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	355									
17	17	64	64	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	356									
17	17	131/2	131/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0									1/8	6		
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	357									
17	17	66	66	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/8	6	5	
17	17	66	66	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	358									
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	359									
17	17	67	67	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/8	#		
17	17	67	67	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	360									
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	361									
18	18	68	68	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	362									
18	18	70	70	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	363									
18	18	68	68	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	364									
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	365									
18	18	69	69	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	366									
18	18	71	71	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	367									
18	18	68	68	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	368									
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	369									
18	18	69	69	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	370									
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	371									
18	18	70	70	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	372									
18	18	141/2	141/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	373									
18	18	71	71	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	374									
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	375									
18	18	68	68	0.0	0	0	FiguredBass	4/4	4	1	0									1/4	9		
18	18	68	68	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	376									
18	18	69	69	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/4	8		
18	18	69	69	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	377									
18	18	70	70	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/4	5	4	
18	18	70	70	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	378									
18	18	71	71	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/8	3		
18	18	143/2	143/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0									1/8	6		
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	379									
19	19	72	72	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	380									
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	381									
19	19	73	73	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	382									
19	19	75	75	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	383									
19	19	72	72	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	384									
19	19	73	73	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	385									
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	386									
19	19	74	74	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	387									
19	19	149/2	149/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	388									
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	389									
19	19	72	72	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	390									
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	391									
19	19	73	73	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	392									
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	393									
19	19	74	74	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	394									
19	19	149/2	149/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	395									
19	19	75	75	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	396									
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	397									
19	19	72	72	0.0	0	0	FiguredBass	4/4	4	1	0									1/4	7		
19	19	72	72	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	398									
19	19	73	73	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/8	6		
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	399									
19	19	74	74	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/4	7	#	
19	19	74	74	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	400									
19	19	151/2	151/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0									1/8	6		
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	401									
20	20	76	76	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	402									
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	403									
20	20	77	77	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	404									
20	20	79	79	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	405									
20	20	76	76	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	406									
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	407									
20	20	77	77	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	408									
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	409									
20	20	78	78	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	410									
20	20	76	76	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	411									
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	412									
20	20	77	77	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	413									
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	414									
20	20	78	78	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	415									
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	416									
20	20	79	79	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	417									
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	418									
20	20	76	76	0.0	0	0	FiguredBass	4/4	4	1	0									1/8	b6		
20	20	76	76	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	419									
20	20	153/2	153/2	0.0	1/8	1/8	FiguredBass	4/4	4	1	0									1/8	#		
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	420									
20	20	77	77	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/8	6		
20	20	77	77	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	421									
20	20	155/2	155/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0									1/8	6		
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	422									
20	20	78	78	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/8	6	5	
20	20	78	78	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	423									
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	424									
20	20	79	79	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/8	#		
20	20	79	79	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	425									
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	426									
21	21	80	80	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	427									
21	21	81	81	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	428									
21	21	82	82	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	429									
21	21	80	80	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	430									
21	21	82	82	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	431									
21	21	83	83	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	432									
21	21	80	80	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	433									
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	434									
21	21	81	81	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	435									
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	436									
21	21	82	82	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	437									
21	21	165/2	165/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	438									
21	21	83	83	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	439									
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	440									
21	21	80	80	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	441									
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	442									
21	21	81	81	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/8	6		
21	21	81	81	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	443									
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	444									
21	21	82	82	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/8	#		
21	21	82	82	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	445									
21	21	165/2	165/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	446									
21	21	83	83	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/8	6		
21	21	83	83	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	447									
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	448									
22	22	84	84	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	449									
22	22	85	85	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	450									
22	22	86	86	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	451									
22	22	84	84	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	452									
22	22	86	86	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	453									
22	22	87	87	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	454									
22	22	84	84	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	455									
22	22	169/2	169/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	456									
22	22	85	85	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	457									
22	22	171/2	171/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	458									
22	22	86	86	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	459									
22	22	173/2	173/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	460									
22	22	87	87	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	461									
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	462									
22	22	84	84	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	463									
22	22	169/2	169/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	464									
22	22	85	85	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/8	6		
22	22	85	85	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	465									
22	22	171/2	171/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	466									
22	22	86	86	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/8	h		
22	22	86	86	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	467									
22	22	173/2	173/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	468									
22	22	87	87	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/8	6		
22	22	87	87	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	469									
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	470									
23	23	88	88	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	471									
23	23	89	89	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	472									
23	23	90	90	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	473									
23	23	88	88	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	474									
23	23	90	90	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	475									
23	23	91	91	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	476									
23	23	88	88	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	477									
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	478									
23	23	89	89	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	479									
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	480									
23	23	90	90	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	481									
23	23	181/2	181/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	482									
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	483									
23	23	88	88	0.0	0	0	FiguredBass	4/4	4	1	0									1/8	b		
23	23	88	88	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	484									
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	485									
23	23	89	89	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/8	6		
23	23	89	89	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	486									
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	487									
23	23	90	90	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	488									
23	23	181/2	181/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	489									
23	23	91	91	0.0	3/4	3/4	FiguredBass	4/4	4	1	0									1/8	6		
23	23	91	91	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	490									
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	491									
24	24	92	92	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	492									
24	24	93	93	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	493									
24	24	95	95	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	494									
24	24	92	92	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	495									
24	24	94	94	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	496									
24	24	92	92	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	497									
24	24	185/2	185/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	498									
24	24	93	93	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	499									
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	500									
24	24	94	94	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	501									
24	24	189/2	189/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	502									
24	24	95	95	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	503									
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	504									
24	24	92	92	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	505									
24	24	185/2	185/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	506									
24	24	93	93	0.0	1/4	1/4	FiguredBass	4/4	4	1	0									1/8	6		
24	24	93	93	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	507									
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	508									
24	24	94	94	0.0	1/2	1/2	FiguredBass	4/4	4	1	0									1/8	5	4	
24	24	94	94	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	509									
24	24	189/2	189/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	510									
24	24	95	95	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	511									
24	24	191/2	191/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0									1/8	5		
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	512									
25	25	96	96	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	513									
25	25	97	97	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	514									
25	25	99	99	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	515									
25	25	96	96	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	516									
25	25	98	98	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	517									
